service_key,final_service_units
2025-01-12_36_37,738.9407185550095
2025-02-25_19_02,1602.1412190402298
2025-02-04_45_44,1204.6782937368055
2025-01-15_45_46,3559.5461475519414
2025-01-31_03_45,1535.5058323616631
2025-02-27_48_45,1751.2444236771034
2025-01-02_36_11,1897.4340583696826
2025-01-12_11_36,2604.6823637229854
2025-02-15_37_36,680.0080874705548
2025-02-10_45_47,3313.14384911744
2025-01-12_19_30,2132.6683006323997
2025-02-09_36_37,757.1890938131492
2025-02-25_44_45,1477.481197982618
2025-01-28_47_46,1876.8455100529673
2025-01-29_02_16,1493.613920466064
2025-01-11_35_46,2052.3595182993454
2025-01-09_03_45,1500.562973183784
2025-01-28_02_40,2190.5112035647617
2025-02-09_02_47,2498.1229412063376
2025-01-16_38_36,1253.6819622523003
2025-01-11_44_45,1577.9719152378568
2025-02-01_36_37,609.1108789785477
2025-01-24_02_16,2001.428616789787
2025-01-30_46_35,2612.2356489069566
2025-02-19_45_03,1654.518412136402
2025-02-27_46_09,4804.398829062493
2025-01-09_47_10,1599.6746825411328
2025-01-30_11_36,1632.5328894915206
2025-02-24_48_46,3982.4871904574575
2025-01-12_01_02,1694.8535909409284
2025-01-25_23_25,1826.1416130895286
2025-01-30_46_45,3266.2659136358056
2025-01-14_05_47,2510.3392520458015
2025-02-22_19_30,1832.1901735997017
2025-01-17_35_46,2026.3857378893601
2025-02-21_09_45,2819.675271255116
2025-02-01_02_16,1662.9381795111376
2025-02-28_41_36,2397.3210084457405
2025-02-13_30_02,1675.178053174706
2025-02-12_28_47,1601.1418293113481
2025-01-08_47_43,2190.5819010003934
2025-01-06_47_05,2362.1790815410473
2025-01-01_45_46,4092.558455787208
2025-01-05_41_36,2759.1655885012365
2025-01-05_46_48,3826.208461357355
2025-02-15_30_02,2140.8241059009615
2025-01-22_26_46,1756.5954852095356
2025-01-13_19_02,1741.1437409014816
2025-01-05_47_10,1256.0458365772552
2025-02-12_45_05,1968.6429627904756
2025-02-06_47_28,1877.8243343200925
2025-02-28_47_43,2900.6715374787987
2025-01-22_02_19,1720.01783581911
2025-01-13_45_03,1462.7010537849737
2025-02-21_03_45,1581.0069680136237
2025-02-04_08_47,1415.276001010061
2025-01-01_47_46,2426.5786778981287
2025-02-02_45_46,4465.881049058387
2025-02-27_47_45,3658.8657338173116
2025-01-26_17_23,1695.7832002332416
2025-02-23_04_29,1548.802822666762
2025-01-18_45_44,1792.4804442088998
2025-01-15_45_09,3244.85538922014
2025-01-18_36_07,1933.9872678833617
2025-01-15_46_18,1654.297332907497
2025-01-19_47_06,1776.0420279560276
2025-02-11_47_30,1636.4634654281044
2025-02-01_28_45,1815.0907901356916
2025-01-24_31_02,2056.963253299744
2025-02-14_30_14,2002.4403919016672
2025-01-30_36_11,1783.3690706685393
2025-01-07_02_01,1269.4233242853516
2025-02-09_30_02,2551.7886530370806
2025-02-02_11_36,2576.7454982621653
2025-01-04_47_43,2318.784364503499
2025-01-05_16_02,2118.999022400277
2025-01-01_11_36,2048.0772878651915
2025-01-11_26_46,1831.093979613793
2025-01-24_01_02,1431.9484777114299
2025-02-22_28_45,1963.2524659603625
2025-01-09_31_02,1664.0201534515718
2025-02-03_38_36,1375.5568815777033
2025-01-29_47_28,1732.6868583466212
2025-01-27_02_14,1418.8321870035668
2025-02-23_06_47,2376.3310109390227
2025-02-04_07_36,1478.7894193515215
2025-02-13_33_46,1343.1096207930389
2025-02-18_23_13,1391.9083399576407
2025-02-20_41_36,1951.5788178228165
2025-01-17_45_34,2433.8015041692515
2025-02-04_46_45,3211.420212178844
2025-02-26_02_21,1536.5379204055014
2025-02-05_02_14,1347.6510730286748
2025-02-26_47_45,3343.359754335848
2025-01-14_05_45,1977.8811183105424
2025-01-19_33_46,2656.0536533372306
2025-01-31_47_03,1899.5377715766347
2025-02-22_46_18,2095.0420172941263
2025-01-03_30_14,1917.6811991210504
2025-02-11_43_47,1729.438172473945
2025-02-17_36_37,533.8063032616074
2025-01-10_21_02,1485.1003197796763
2025-01-25_02_30,2959.1420258436
2025-01-22_30_14,1517.059915942571
2025-01-16_18_46,1762.7116548214055
2025-01-15_47_45,3506.4343889218208
2025-02-28_45_42,2410.9592857582734
2025-01-26_45_34,1888.2393800741856
2025-02-24_28_45,2059.474351246544
2025-01-16_36_37,601.980499844424
2025-02-25_18_46,1673.2813064906127
2025-01-31_12_36,1760.4012721020902
2025-02-14_38_36,1367.0935509882652
2025-02-25_36_22,1300.9675081255955
2025-02-15_46_26,1927.2367514572754
2025-02-02_13_23,2546.2795140094568
2025-02-03_48_46,3803.3816755564803
2025-02-03_18_46,1805.2966550101155
2025-01-24_40_02,2269.820570336736
2025-01-19_02_31,2076.672525317381
2025-01-29_47_06,1601.94188634124
2025-01-25_42_45,2263.543863219663
2025-02-22_36_27,1719.748745110648
2025-02-18_42_45,1673.805324762373
2025-01-26_02_24,1610.7306146910264
2025-01-12_46_47,2199.78787839483
2025-01-24_47_02,2134.9232394776236
2025-02-13_46_35,2658.2228743982664
2025-02-03_09_46,4884.2189940689395
2025-01-26_36_27,1447.0771635656313
2025-02-20_32_19,1780.4113602515154
2025-02-26_48_46,3205.9281642017677
2025-02-12_23_13,1391.5258292908272
2025-02-09_15_46,2276.607664100158
2025-02-19_31_02,1647.1816691819713
2025-01-18_41_36,2429.812878323652
2025-02-02_46_20,1602.0314989641054
2025-01-20_45_03,1443.227117210705
2025-02-22_22_36,1666.8096174625744
2025-01-30_35_46,1841.3904970909293
2025-02-01_30_02,2023.7933438758919
2025-01-05_31_02,2514.3770168117862
2025-01-21_47_02,1622.9350166249874
2025-02-22_08_47,1767.2608741030504
2025-01-13_44_46,2202.9809940761033
2025-01-28_36_27,1284.125540348436
2025-02-25_22_36,1463.441140359417
2025-01-26_45_03,1650.5538524828062
2025-02-22_45_34,2000.411850958527
2025-02-14_36_11,2262.9925040498283
2025-02-09_19_02,2477.3124363090114
2025-01-11_46_09,4797.460384926094
2025-01-29_47_02,1615.5277565977187
2025-02-02_45_39,1619.7270329155865
2025-01-13_17_23,1548.0492716032595
2025-02-21_47_02,2169.20881838353
2025-01-12_36_12,1827.1820245580416
2025-02-07_17_23,1327.1722068642905
2025-02-10_19_30,1686.141084136636
2025-02-09_22_36,1801.9151351929886
2025-01-05_07_36,2068.0738889686954
2025-02-20_43_47,1899.7054172746653
2025-01-13_30_02,1934.332072438686
2025-02-26_45_05,1920.3128990058144
2025-01-19_45_05,1903.182936063275
2025-02-12_36_27,1309.8329054103908
2025-02-01_45_05,1830.4593778901803
2025-02-06_44_45,1263.1933071759986
2025-02-07_05_47,2361.5364660260325
2025-02-22_36_11,2371.222688252541
2025-01-13_46_18,1601.837076437122
2025-01-27_25_23,1529.5769556998002
2025-02-25_12_36,1766.7231660956497
2025-02-18_37_36,536.1215727567732
2025-02-01_02_47,1807.7236951235334
2025-02-13_26_46,1570.5866088448934
2025-01-09_46_45,3305.695012555703
2025-01-07_09_46,3688.0153301493783
2025-01-26_36_12,1842.1146727720404
2025-01-30_45_39,1966.5255062998526
2025-01-23_02_30,2005.2564663221524
2025-02-04_45_05,1585.5261462692215
2025-01-06_25_23,1462.0873043704164
2025-02-07_45_09,4038.5784613691394
2025-01-23_47_03,1873.4310620314823
2025-01-01_04_29,1716.3872785093706
2025-01-17_46_33,2063.0465399668556
2025-01-08_28_45,1600.1752790085065
2025-02-24_47_45,3673.4031071821414
2025-01-30_46_09,4400.56981747714
2025-02-03_46_48,2995.961816505056
2025-01-14_46_47,1658.5916904074647
2025-01-29_30_14,1487.037180659213
2025-01-25_02_16,2046.5062558301588
2025-01-04_22_36,1545.7596807693294
2025-01-28_23_25,1391.9906721811149
2025-02-12_46_26,1651.8935656853632
2025-02-19_09_45,2817.506875203474
2025-02-04_47_43,1947.71187424459
2025-01-30_47_05,2948.3977334753895
2025-02-03_47_46,1932.9539093826224
2025-01-31_36_07,1878.393285910513
2025-01-23_23_13,1526.3767108284578
2025-01-10_28_47,1632.0099190079843
2025-02-13_46_26,1835.6807197213268
2025-01-30_34_45,1602.6184324696515
2025-01-12_46_45,4799.448812757465
2025-02-12_42_45,1549.2033867714242
2025-01-23_46_15,1900.1182110586547
2025-02-09_19_32,2712.157235301882
2025-01-19_36_12,1768.934061375714
2025-02-11_25_23,1396.7766494333737
2025-01-28_47_45,3385.887702297851
2025-02-18_45_48,1745.9848784760932
2025-01-19_46_48,4353.152418662583
2025-02-06_40_02,2051.2621458967874
2025-02-06_05_47,2264.9549524504837
2025-02-05_09_45,2534.5065719352388
2025-01-24_47_46,2372.373755086331
2025-01-21_47_28,1688.2774444457382
2025-01-22_37_36,575.5203335689272
2025-02-06_47_05,2862.454393697811
2025-02-27_46_33,1704.187645341287
2025-01-01_19_02,1846.2276873679734
2025-02-12_46_15,1527.7379813972984
2025-01-27_45_34,1523.4556450905743
2025-02-04_47_08,1322.1947068244936
2025-02-17_19_30,1704.4739916719907
2025-02-12_01_02,1299.9842820017705
2025-02-11_37_36,518.7838207637543
2025-01-12_02_30,2806.0862372988495
2025-01-05_47_06,1760.4021253460392
2025-01-04_05_47,2559.744005512353
2025-01-15_45_47,3451.093852964057
2025-01-04_46_33,1602.532092698963
2025-02-15_08_47,1768.0936329444683
2025-02-28_36_27,1744.7645132594494
2025-02-08_03_45,1599.275982270069
2025-02-05_47_43,2020.4135478820122
2025-01-05_32_19,2297.2568103770373
2025-02-17_40_02,2124.599676882348
2025-02-21_09_46,3973.6819202073493
2025-01-29_17_23,1315.8097666225947
2025-02-10_45_44,1227.0546621561516
2025-01-07_16_02,1389.429288604203
2025-02-25_46_15,1389.321038962012
2025-02-26_02_31,2013.7434490578348
2025-01-12_03_47,2086.1611968694347
2025-02-26_02_16,1557.457199315263
2025-01-15_46_45,3318.5104070843113
2025-02-13_44_46,1773.3013537062066
2025-01-30_46_15,1711.7573956149733
2025-02-01_47_43,2280.427461646241
2025-02-24_07_36,1681.521785897066
2025-02-22_05_47,2700.015804501305
2025-02-08_02_21,1680.3930106491998
2025-01-01_03_45,2122.0542121974518
2025-02-12_02_47,1745.9094164434325
2025-01-09_30_14,1554.370256397729
2025-01-15_36_22,1186.8168436241526
2025-02-28_36_12,2102.038324328786
2025-01-20_45_46,3697.0457732894993
2025-01-18_47_03,1947.7906552968675
2025-01-25_01_02,1573.6074234321661
2025-01-28_01_02,1348.8433330588202
2025-01-08_45_46,3317.28283447403
2025-02-17_46_48,3137.334255377732
2025-01-08_47_06,1704.7085884355054
2025-01-30_05_47,2424.432207929276
2025-02-12_45_03,1667.2850667410682
2025-02-03_36_07,1599.9590374895806
2025-02-22_46_26,1949.2886633888118
2025-01-22_11_36,1649.9043160623794
2025-01-16_36_27,1367.3564484834133
2025-02-01_22_36,1528.2511928224724
2025-02-18_33_46,1415.5372240045028
2025-01-29_46_18,1591.9370279890904
2025-01-19_09_45,4514.348534336743
2025-01-29_02_47,1840.0701088678675
2025-01-06_47_08,1316.3532851122145
2025-02-19_02_16,1484.2232285495768
2025-02-21_46_20,2100.112696989869
2025-01-11_31_02,2108.713539411244
2025-02-10_28_45,2026.0891745335352
2025-02-25_31_02,1719.558156901224
2025-02-17_35_46,2541.666115896922
2025-02-27_43_47,1915.1172984426107
2025-02-23_23_13,1858.5299024780293
2025-01-03_31_02,1935.6561248194532
2025-01-14_47_02,1536.8036367129016
2025-01-21_12_36,1688.0606939549978
2025-01-01_40_02,2547.66319238138
2025-02-23_28_47,2663.0939971752823
2025-01-02_46_09,4607.064116368708
2025-01-05_36_07,2053.333450243796
2025-02-10_46_33,1167.696383499701
2025-01-01_36_41,2763.141255462986
2025-02-04_38_36,1194.767783856224
2025-02-21_47_03,2167.0072169618306
2025-01-18_45_28,2518.5988360466863
2025-01-18_25_23,1686.6797778233745
2025-02-02_28_45,2943.9290004320724
2025-02-23_02_21,1759.9933518980338
2025-02-17_25_23,1511.5391792797282
2025-02-25_45_48,1780.8597096828992
2025-02-03_21_02,1416.922705798084
2025-01-02_19_02,1805.80909873378
2025-01-25_35_46,2428.459375950654
2025-02-13_18_46,1561.9860427619105
2025-01-07_45_39,1310.2745018906162
2025-02-09_47_02,2174.1622587344204
2025-01-28_41_36,1997.5651579845055
2025-02-21_02_16,1967.0376682175015
2025-02-11_46_09,3389.9882533137747
2025-02-28_07_36,1962.3234547479115
2025-02-19_45_42,1728.099053614585
2025-01-25_19_02,2108.8154627437652
2025-01-26_46_26,1842.9326588661606
2025-01-01_47_45,4157.376691771603
2025-02-11_02_47,1728.2226199514012
2025-02-17_43_47,2245.8442712585484
2025-01-24_47_45,4005.6508075093006
2025-01-24_47_08,2066.2479679329713
2025-01-24_28_45,1793.3465219460584
2025-02-26_46_48,3607.1143126500842
2025-01-12_47_45,4694.259084034058
2025-01-11_46_26,2102.032168801932
2025-02-21_11_36,1868.6287943748725
2025-01-05_47_05,3226.724005023699
2025-01-18_02_19,2043.5637399911825
2025-01-24_45_09,4100.217133573603
2025-01-05_02_47,2248.756722973846
2025-01-25_48_46,3822.58095085764
2025-02-24_08_47,1961.2237537893946
2025-02-05_06_47,1392.7378667178577
2025-02-18_44_46,1784.6458126422756
2025-01-19_30_14,1530.6442981928383
2025-01-29_44_46,1983.7839615274838
2025-02-26_47_28,1812.892775575973
2025-01-12_02_24,1572.078200469795
2025-02-02_02_16,1612.3795568723099
2025-02-26_46_45,3419.7005707145945
2025-02-02_19_30,2058.820683129107
2025-01-17_46_44,3239.980669643862
2025-02-13_09_46,3328.650529894149
2025-02-25_45_09,2480.81840758413
2025-01-24_02_01,1695.4700148029665
2025-02-28_09_46,3985.75561336779
2025-02-22_17_23,1496.271540256194
2025-02-13_47_03,1853.0266224458146
2025-02-02_38_36,1741.8019406345556
2025-02-27_44_45,1458.1499440519146
2025-01-28_47_03,1521.651345833601
2025-01-22_47_43,2038.1521006143837
2025-01-24_02_30,2538.914314472787
2025-02-02_03_47,2183.451397909319
2025-02-07_11_36,1738.1236733750484
2025-02-15_19_32,2572.2388573728163
2025-02-05_35_46,1704.070087262797
2025-02-02_30_02,2463.1720488881965
2025-02-21_30_14,2037.5392503912558
2025-01-12_45_42,2056.0983222606733
2025-01-27_27_36,1589.937147388187
2025-01-17_02_31,2410.3548520684817
2025-02-18_17_23,1357.9994747151977
2025-02-22_48_45,2043.5930901914894
2025-01-24_12_36,1787.4226649070959
2025-01-02_45_47,3796.8315559558364
2025-01-02_38_36,1502.5983069986105
2025-01-26_02_21,1758.576207783235
2025-01-07_07_36,1468.3591465315817
2025-02-27_14_30,1523.62278064076
2025-02-12_37_36,525.8939183537682
2025-01-28_08_47,1629.5400063540633
2025-02-17_47_28,1654.0220151521285
2025-02-13_45_42,1978.0007094691364
2025-02-04_23_13,1311.5473742826944
2025-01-02_05_47,2697.4729221669018
2025-02-12_02_14,1404.855300339534
2025-01-28_11_36,1785.5031760972358
2025-01-20_23_25,1486.2413674493694
2025-02-09_18_46,2586.921569648366
2025-01-31_46_45,3561.0735129505374
2025-02-16_36_22,1603.7991891595886
2025-02-24_42_45,2069.2174879923487
2025-02-15_02_24,1644.2902625044692
2025-02-15_45_47,3665.4450077283536
2025-01-29_45_09,3055.4257968127677
2025-02-04_47_10,1060.677185286515
2025-02-01_02_19,1936.6757053454812
2025-02-23_30_14,1575.294636810123
2025-01-21_23_25,1411.5466519459305
2025-01-08_47_03,1644.2740543654136
2025-01-01_02_30,2185.3261573352725
2025-02-04_02_21,1378.9146436004432
2025-02-08_37_36,634.6259559337243
2025-01-31_28_45,1647.4328882967866
2025-01-10_45_34,2472.808797448756
2025-02-05_46_26,1498.8139318946721
2025-01-07_45_28,1764.853573909461
2025-02-20_18_46,1578.3240202244406
2025-01-06_14_30,1667.3635043155484
2025-02-22_45_47,3692.3139487883814
2025-02-01_41_36,2323.6584393466933
2025-01-09_47_46,1972.5878069916544
2025-02-17_14_30,1773.9177515744925
2025-01-30_02_21,1463.1140268444074
2025-01-02_01_02,1581.223455506371
2025-01-03_08_47,1519.8930386136153
2025-01-02_46_44,2629.1259319845863
2025-02-05_02_24,1315.7094951344643
2025-02-01_13_23,1885.2821035042552
2025-02-19_16_02,1367.8400681626374
2025-02-23_31_02,2552.260965357205
2025-01-27_45_09,2265.1087348505134
2025-02-01_43_47,2131.0251228371976
2025-02-18_48_46,3326.001839792879
2025-01-16_43_47,2231.255553002948
2025-02-07_28_47,1566.6992014522114
2025-01-10_25_23,1634.168661140709
2025-01-03_45_03,1917.1911094545617
2025-02-22_11_36,2033.3811276428266
2025-02-16_47_08,1814.5134617373574
2025-02-16_03_47,2227.4731873229566
2025-02-26_42_45,1653.3633792200253
2025-02-19_23_13,1410.6713627120225
2025-01-01_02_47,2142.021342910467
2025-01-27_36_27,1321.8232516296403
2025-01-16_25_23,1467.1431743435958
2025-01-04_02_01,1420.5087062828588
2025-02-24_02_24,1385.1265379935396
2025-02-04_02_30,1751.678439465536
2025-02-14_36_07,1958.0210222620976
2025-01-08_45_42,1656.9205259486507
2025-02-17_48_45,2218.468181340517
2025-02-23_45_42,2064.068576361455
2025-01-20_11_36,2030.6086573615974
2025-02-04_43_47,1724.8089821894384
2025-02-07_45_34,2285.804953502404
2025-01-10_46_33,2350.2858385602167
2025-02-04_46_44,1840.762075480014
2025-02-27_25_23,1515.6392676157693
2025-02-28_06_47,1748.0387749959377
2025-02-08_36_12,1880.748874080195
2025-01-01_39_45,1995.2381599371756
2025-01-21_02_40,2197.8783581735456
2025-01-22_19_30,1530.4696304218094
2025-01-31_45_34,2280.7885070510292
2025-01-26_11_36,2516.4384377861606
2025-02-10_47_05,2491.706396838524
2025-02-21_43_47,2212.6714888224205
2025-01-04_12_36,1782.2886045352323
2025-01-08_30_14,1440.1128059643183
2025-02-22_45_05,2008.769008314543
2025-02-28_46_47,2214.5007525436113
2025-01-20_36_37,536.8680194687031
2025-01-13_02_16,1458.321748165472
2025-01-23_15_46,1601.0943325412456
2025-01-15_47_28,1689.0457823452978
2025-02-03_32_19,2032.4384240787592
2025-01-22_02_47,1940.6663762252504
2025-02-06_28_47,1519.515299023336
2025-02-07_07_36,1618.9188994830852
2025-01-02_45_09,3487.942474862925
2025-01-15_03_45,1635.1530195202365
2025-02-06_47_08,1591.3826064803052
2025-02-12_45_09,3146.5481108776753
2025-01-14_02_31,1748.5756359564562
2025-02-28_23_13,1920.7231468811774
2025-01-09_25_23,1452.1385562809442
2025-02-27_44_46,1859.7429493807408
2025-01-07_46_45,3204.7913844596956
2025-02-23_09_45,4569.450291825145
2025-02-18_36_22,1223.57852562912
2025-01-12_35_46,3825.214265224264
2025-02-13_38_36,1270.2385891579124
2025-02-28_20_46,1751.73299158033
2025-01-20_46_44,2129.8438095340252
2025-02-17_09_45,3883.381243523736
2025-01-03_28_47,1559.815336381806
2025-02-06_30_02,1612.710536006227
2025-01-14_11_36,1644.065839415769
2025-01-31_30_02,1976.3477923394248
2025-02-10_03_45,1892.5176174180065
2025-02-04_45_42,1492.3243757058906
2025-01-20_18_46,1986.0883731877132
2025-02-24_13_23,2106.8251142244153
2025-01-29_15_46,1551.3862071404028
2025-01-06_47_10,1057.718923714316
2025-01-25_07_36,2010.3138178550203
2025-01-20_04_29,1358.6544030282948
2025-01-27_46_33,1225.8831841260744
2025-02-23_19_32,2715.1719630286607
2025-02-13_11_36,1633.160426533745
2025-01-01_28_47,1990.7991507437641
2025-01-30_09_45,2388.0814541019763
2025-01-13_03_45,2023.22837499293
2025-02-22_31_02,2134.1542185086246
2025-01-22_01_02,1357.999816530077
2025-01-04_13_23,1874.4754721780325
2025-02-19_08_47,1635.1219165186544
2025-02-14_44_45,1529.3415187560581
2025-02-18_45_39,1404.239800403409
2025-02-15_23_25,1653.6698962123414
2025-01-19_04_29,1493.223529906198
2025-01-05_25_23,1699.2483275679544
2025-02-13_19_30,1536.0887595339584
2025-01-02_28_47,1882.3492225655875
2025-02-03_47_05,2405.4787308768423
2025-02-25_02_01,1450.1252386065025
2025-01-25_05_47,2915.9927405358267
2025-02-14_02_21,1748.1836757723372
2025-02-11_47_46,1807.9967110279185
2025-02-04_02_47,1632.2897089333928
2025-01-29_46_09,3948.311568691602
2025-01-08_27_36,1466.3795478482969
2025-02-13_43_47,1762.2636822000914
2025-01-05_14_30,2423.7801143651204
2025-02-18_18_46,1616.727360811731
2025-01-07_46_09,3337.284261633191
2025-02-04_39_45,1402.6861154738522
2025-02-14_02_40,2673.855958487472
2025-02-12_45_42,1743.5570179673668
2025-01-27_47_05,2385.5039723820114
2025-01-12_04_29,1552.3649063737773
2025-01-08_35_46,1794.0476722436601
2025-02-05_46_15,1368.0439351663817
2025-02-26_03_45,1576.4813304543754
2025-01-17_45_09,4106.769599341628
2025-02-10_45_34,1479.1615339384775
2025-01-29_02_30,1896.4563923123226
2025-01-26_22_36,1827.001481576862
2025-01-15_09_45,2824.947690115957
2025-01-30_30_02,1626.6349650373754
2025-02-02_47_45,4672.336927959471
2025-01-04_46_35,2689.2216474010115
2025-02-26_19_02,1574.788318201082
2025-02-20_22_36,1436.9591698934291
2025-01-26_31_02,2618.2643228070247
2025-01-02_48_46,3651.5859576866396
2025-02-26_36_41,2351.4141808571403
2025-01-25_30_14,2159.330584964636
2025-02-05_22_36,1329.2443907970373
2025-01-07_14_30,1464.2708466669412
2025-01-29_34_45,1644.0459950379002
2025-02-15_20_46,1670.2059550535105
2025-02-01_23_25,1534.5785158231258
2025-02-23_34_45,2885.5909531545594
2025-02-03_15_46,1753.4378800469644
2025-01-03_02_40,2534.2602755653625
2025-02-16_45_39,1731.8983971329235
2025-02-22_33_46,1582.6535625335096
2025-02-07_47_06,1998.1213434879965
2025-01-31_46_48,4376.692397125881
2025-01-08_02_31,1931.7723841874513
2025-02-27_02_24,1481.3255750048397
2025-01-05_21_02,1849.091960477834
2025-02-05_33_46,1220.3827039816354
2025-01-21_47_06,1532.9687308909388
2025-02-20_33_46,1365.9398370842864
2025-01-09_36_22,1259.8099863804719
2025-02-18_36_27,1317.9606543002762
2025-01-05_02_01,1393.0333634756003
2025-01-04_03_45,1620.5125896394688
2025-01-01_09_45,3648.001587209778
2025-02-14_22_36,1514.9461338543651
2025-02-09_45_28,2240.9212785380505
2025-02-01_36_27,1553.0839843057154
2025-02-04_13_23,1590.9929470319823
2025-02-24_45_09,2269.8760795885005
2025-01-20_36_07,1693.1937485756982
2025-02-06_14_30,1414.692241019565
2025-02-11_18_46,1567.2329775622866
2025-02-11_19_32,2014.817082360415
2025-01-30_13_23,1559.9240916601786
2025-02-18_35_46,2051.388588812337
2025-02-06_45_28,2127.8956166358785
2025-02-05_05_45,1615.4480505341214
2025-01-18_23_25,1659.866785990891
2025-02-03_42_45,2023.8345704942121
2025-02-11_23_25,1389.7133708051574
2025-01-08_39_45,1389.463213511151
2025-02-12_33_46,1312.1909086046867
2025-02-12_48_46,3121.9093136766114
2025-02-18_25_23,1415.1359056258684
2025-02-26_46_47,1799.8246118899365
2025-01-12_17_23,1638.7375561094584
2025-01-28_46_35,1917.6420207026463
2025-01-08_14_30,1446.0221073415355
2025-02-27_46_47,1849.8537143179256
2025-01-30_45_42,1971.4509667195077
2025-01-01_03_47,1892.2862675811589
2025-02-21_46_44,3166.9976878143343
2025-01-26_20_46,2445.7565160895692
2025-01-04_19_30,1727.0312759412272
2025-01-09_37_36,561.9039920800681
2025-02-01_17_23,1362.9860964604268
2025-01-05_02_14,1527.3866117047237
2025-02-01_47_30,1843.3618018210848
2025-02-05_31_02,1574.0924772621197
2025-02-08_43_47,2117.6138960973144
2025-01-21_02_19,1652.327509686875
2025-01-10_39_45,1558.799775663004
2025-02-02_18_46,2458.672457172742
2025-02-18_31_02,1649.6136102733715
2025-02-21_17_23,1407.153510278298
2025-01-06_47_43,1906.771408201575
2025-02-04_21_02,1255.9520130957478
2025-01-05_47_30,1900.1044149677562
2025-02-23_46_26,1879.517217347467
2025-02-12_15_46,1444.0108873240783
2025-01-20_02_19,1644.3304415396758
2025-02-27_46_44,2675.4815920308574
2025-01-12_47_28,2100.3354442437617
2025-02-18_45_44,1347.598577376864
2025-02-08_17_23,1400.6172027857872
2025-01-13_28_47,1933.5064612997137
2025-01-13_26_46,1885.3834429262695
2025-01-18_39_45,1806.182623584729
2025-01-13_42_45,2056.5641402206966
2025-02-09_36_22,1666.040301377964
2025-01-08_43_47,1710.1537914430664
2025-01-04_07_36,1748.90818566067
2025-01-11_39_45,1710.6518969180534
2025-01-22_28_45,1806.8654009355112
2025-01-05_02_16,1630.7306548679678
2025-01-08_45_09,3034.8275430524354
2025-02-13_46_33,1687.0087262687475
2025-01-28_05_47,2525.8294784977766
2025-02-08_19_32,2457.006624877712
2025-01-01_48_45,2346.5782841527325
2025-02-04_32_19,1682.8654798045698
2025-02-20_19_32,2090.834085087057
2025-01-26_26_46,2491.0555712066525
2025-02-17_05_47,3209.958448366877
2025-02-08_02_14,1724.1355121679812
2025-01-28_46_45,3402.7013495603032
2025-02-20_45_46,3976.3040685073533
2025-01-08_02_19,1643.4689862003602
2025-01-23_46_44,2821.926339611232
2025-01-10_03_47,1513.5887809230348
2025-02-06_09_46,3140.081892899285
2025-01-06_42_45,1948.1245609639057
2025-02-20_45_44,1645.3803403663037
2025-02-16_30_02,2526.42801876619
2025-02-08_44_45,1419.0629718454147
2025-02-10_16_02,1621.3999846008949
2025-02-20_45_42,1949.9746672042506
2025-01-17_15_46,1545.7335916430313
2025-01-18_03_45,1813.4871843214592
2025-02-09_47_28,1996.4955505284452
2025-01-15_16_02,1311.4289618052758
2025-02-25_41_36,1993.2855447078923
2025-02-27_02_30,1972.7115870319071
2025-02-16_05_47,4055.574709480616
2025-01-24_37_36,710.1873447814897
2025-02-28_19_30,1842.0859392028228
2025-02-11_46_44,2022.2269983332744
2025-02-14_18_46,1671.3596688464531
2025-01-16_02_31,2052.943106324287
2025-01-01_42_45,2177.514743931689
2025-02-17_02_16,1457.3991451070267
2025-02-21_27_36,1606.124866982051
2025-02-19_39_45,1423.4394417662215
2025-02-27_07_36,1620.2478288449386
2025-01-19_18_46,2529.7253148586456
2025-02-12_45_34,1726.401909603338
2025-02-27_47_06,1753.851282448329
2025-02-23_11_36,2537.5509684821905
2025-01-10_47_02,2371.8208663856567
2025-01-03_48_45,1788.4007940094596
2025-01-06_45_34,1403.7080301197607
2025-02-26_20_46,1530.1541459961375
2025-01-06_43_47,1990.0633948244767
2025-01-11_36_07,1991.595199068504
2025-01-20_47_08,1357.9219350518754
2025-02-06_45_47,3659.0303573759875
2025-02-27_45_03,1946.7974225928983
2025-01-21_44_46,2163.321837820355
2025-01-04_42_45,1824.0034360630539
2025-01-08_44_46,1709.2337681936835
2025-02-09_02_19,2014.7995459150125
2025-01-24_02_40,2762.799576881306
2025-02-02_19_02,2445.9972134662376
2025-02-25_21_02,1377.191212790684
2025-02-15_46_33,1842.1324645504208
2025-02-07_20_46,1485.4093792240317
2025-01-11_01_02,1447.932281782249
2025-02-13_02_30,1920.3105122890265
2025-02-13_36_12,1532.0979536652103
2025-01-26_19_32,2733.115298657625
2025-01-04_45_34,1785.4614290768227
2025-01-02_32_19,2036.4950940243234
2025-02-22_12_36,2014.649333750938
2025-01-27_02_31,1811.7625428745234
2025-01-23_37_36,619.59072759809
2025-02-25_23_13,1471.6889939508887
2025-01-28_45_47,3365.901077356532
2025-01-17_47_28,2304.9669998043655
2025-01-17_46_20,2053.417996521059
2025-01-17_18_46,1771.119788154941
2025-01-14_45_44,1352.2408609777888
2025-02-26_46_20,1598.436942580468
2025-02-24_32_19,1990.0101785668799
2025-02-08_38_36,1481.3120761637176
2025-01-08_48_46,3240.7173030713216
2025-01-31_47_10,1485.1601216345791
2025-01-06_28_47,1700.8530089295446
2025-01-14_47_05,2396.6179030975577
2025-01-05_23_13,1763.7754392431066
